Title,City,Name,Category
Information Security Senior Supervisor,Cairo,Xceed Contact Center,IT/Software Development
Information Security Senior Supervisor,Cairo,Xceed Contact Center,Engineering - Telecom/Technology
IT Specialist,Cairo,Mazaya,IT/Software Development
Senior Full Stack developer (.Net & Angular),Cairo,GS - GEO Solutions,IT/Software Development
Senior Full Stack developer (.Net & Angular),Cairo,GS - GEO Solutions,Engineering - Telecom/Technology
Business Development Executive - Mawared Software Solutions,Giza,Arabic Localizer,Business Development
Business Development Executive - Mawared Software Solutions,Giza,Arabic Localizer,IT/Software Development
Business Development Executive - Mawared Software Solutions,Giza,Arabic Localizer,Sales/Retail
Technical Support Specialist,Sharqia,hyperone,IT/Software Development
Senior Business Analyst,Cairo,Expert Apps,IT/Software Development
Senior Business Analyst,Cairo,Expert Apps,Analyst/Research
Senior Software Engineer,Cairo,K Line Europe,IT/Software Development
Embedded Hardware Engineer - PCB Design,Cairo,TTC Technologies,IT/Software Development
Embedded Hardware Engineer - PCB Design,Cairo,TTC Technologies,Engineering - Telecom/Technology
Sales Specialist (IT Solutions),Cairo,Injaz Tech for advanced ...,IT/Software Development
Sales Specialist (IT Solutions),Cairo,Injaz Tech for advanced ...,Sales/Retail
Sales Specialist (IT Solutions),Cairo,Injaz Tech for advanced ...,Engineering - Telecom/Technology
IT Engineer,Giza,SE Wiring Systems EGYPT,Installation/Maintenance/Repair
IT Engineer,Giza,SE Wiring Systems EGYPT,IT/Software Development
IT Engineer,Giza,SE Wiring Systems EGYPT,Engineering - Telecom/Technology
Senior UI Developer,Dakahlia,qTech.,Creative/Design/Art
Senior UI Developer,Dakahlia,qTech.,IT/Software Development
Senior UI Developer,Dakahlia,qTech.,Engineering - Telecom/Technology
UI Developer,Dakahlia,qTech.,Creative/Design/Art
UI Developer,Dakahlia,qTech.,IT/Software Development
UI Developer,Dakahlia,qTech.,Engineering - Telecom/Technology
Senior UI/UX Designer,Dakahlia,qTech.,Creative/Design/Art
Senior UI/UX Designer,Dakahlia,qTech.,IT/Software Development
Senior UI/UX Designer,Dakahlia,qTech.,Engineering - Telecom/Technology
UI/UX Designer,Dakahlia,qTech.,Creative/Design/Art
UI/UX Designer,Dakahlia,qTech.,IT/Software Development
UI/UX Designer,Dakahlia,qTech.,Engineering - Telecom/Technology
Software Business Analyst,Dakahlia,qTech.,IT/Software Development
Software Business Analyst,Dakahlia,qTech.,Analyst/Research
Software Business Analyst,Dakahlia,qTech.,Engineering - Telecom/Technology
Senior Software Business Analyst,Dakahlia,qTech.,IT/Software Development
Senior Software Business Analyst,Dakahlia,qTech.,Analyst/Research
Senior Software Business Analyst,Dakahlia,qTech.,Engineering - Telecom/Technology
Senior Software Quality Control Engineer,Dakahlia,qTech.,IT/Software Development
Senior Software Quality Control Engineer,Dakahlia,qTech.,Quality
Senior Software Quality Control Engineer,Dakahlia,qTech.,Engineering - Telecom/Technology
Software Tester / Quality Control Engineer,Dakahlia,qTech.,IT/Software Development
Software Tester / Quality Control Engineer,Dakahlia,qTech.,Quality
Software Tester / Quality Control Engineer,Dakahlia,qTech.,Engineering - Telecom/Technology
Senior ARC GIS Developer,Dakahlia,qTech.,IT/Software Development
Senior ARC GIS Developer,Dakahlia,qTech.,Engineering - Telecom/Technology
Senior Full Stack Developer (Asp.net Core– Angular),Dakahlia,qTech.,IT/Software Development
Senior Full Stack Developer (Asp.net Core– Angular),Dakahlia,qTech.,Engineering - Telecom/Technology
Full Stack (.Net Developer),Dakahlia,qTech.,IT/Software Development
Full Stack (.Net Developer),Dakahlia,qTech.,Engineering - Telecom/Technology
Senior Full Stack (.Net Developer),Dakahlia,qTech.,IT/Software Development
Senior Full Stack (.Net Developer),Dakahlia,qTech.,Engineering - Telecom/Technology
Flutter Developer,Cairo,ElMotaheda Web,IT/Software Development
Flutter Developer,Cairo,ElMotaheda Web,Engineering - Telecom/Technology
Master Data Analyst,Cairo,Johnson & Johnson,IT/Software Development
Master Data Analyst,Cairo,Johnson & Johnson,Analyst/Research
Master Data Analyst,Cairo,Johnson & Johnson,Engineering - Telecom/Technology
Web developer,Cairo,Cryptostart,Creative/Design/Art
Web developer,Cairo,Cryptostart,IT/Software Development
Web developer,Cairo,Cryptostart,Engineering - Telecom/Technology
Information Management & Performance Reporting Officer NOA,Cairo,World Food Program - Oth...,IT/Software Development
Information Management & Performance Reporting Officer NOA,Cairo,World Food Program - Oth...,Project/Program Management
Information Management & Performance Reporting Officer NOA,Cairo,World Food Program - Oth...,Engineering - Telecom/Technology
Programme Assistant (Data Analyst),Cairo,World Food Program - Oth...,IT/Software Development
Programme Assistant (Data Analyst),Cairo,World Food Program - Oth...,Engineering - Telecom/Technology
Programme Assistant (Data Analyst),Cairo,World Food Program - Oth...,Education/Teaching
Project Manager,Cairo,Egabi FSI,IT/Software Development
Project Manager,Cairo,Egabi FSI,Project/Program Management
Project Manager,Cairo,Egabi FSI,Engineering - Telecom/Technology
Software Engineer - (Laravel Vue Golang),Cairo,Our Education,IT/Software Development
Software Engineer - (Laravel Vue Golang),Cairo,Our Education,Engineering - Telecom/Technology
Senior Software Business Analyst / ERP,Cairo,Our Education,IT/Software Development
Senior Software Business Analyst / ERP,Cairo,Our Education,Analyst/Research
Senior Software Business Analyst / ERP,Cairo,Our Education,Engineering - Telecom/Technology
Pre Sales Engineer-Low Current,Cairo,SMARTTEL,IT/Software Development
Pre Sales Engineer-Low Current,Cairo,SMARTTEL,Sales/Retail
Pre Sales Engineer-Low Current,Cairo,SMARTTEL,Engineering - Telecom/Technology
System Administration Section Head,Cairo,Rashideen Egypt for Trad...,IT/Software Development
Senior PHP Developer,Cairo,intrazero,IT/Software Development
Senior PHP Developer,Cairo,intrazero,Engineering - Telecom/Technology
Group IT Manager,Verified,TEPCO S.A.E.,IT/Software Development
Back End Lead - Dot Net + Node / Python - Cairo,Cairo,Antal International - Eg...,Creative/Design/Art
Back End Lead - Dot Net + Node / Python - Cairo,Cairo,Antal International - Eg...,IT/Software Development
Back End Lead - Dot Net + Node / Python - Cairo,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,IT/Software Development
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Engineering - Mechanical/Electrical
Senior Full Stack Developer,Giza,Algoriza,IT/Software Development
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,IT/Software Development
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Quality
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Engineering - Telecom/Technology
Project Manager at Software House,Cairo,intrazero,IT/Software Development
Project Manager at Software House,Cairo,intrazero,Project/Program Management
Project Manager at Software House,Cairo,intrazero,Engineering - Telecom/Technology
Senior Project Manager | Banking,Cairo,Expleo,IT/Software Development
Senior Project Manager | Banking,Cairo,Expleo,Project/Program Management
Senior Project Manager | Banking,Cairo,Expleo,Engineering - Telecom/Technology
Node JS Developer,Cairo,Sceel.io,IT/Software Development
Node JS Developer,Cairo,Sceel.io,Engineering - Telecom/Technology
Senior Ruby on rails Developer,Cairo,Sceel.io,IT/Software Development
Senior Ruby on rails Developer,Cairo,Sceel.io,Engineering - Telecom/Technology
Sr. Front End Developer,Cairo,LINK TSP,IT/Software Development
ERP Senior Specialist,Cairo,EAST,IT/Software Development
ERP Senior Specialist,Cairo,EAST,Other
ERP Senior Specialist,Cairo,EAST,Engineering - Other
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,IT/Software Development
Data Engineer,Giza,LxT,IT/Software Development
Full Stack Developer,Cairo,Viavi Solutions,IT/Software Development
Full Stack Developer,Cairo,Viavi Solutions,Engineering - Telecom/Technology
Senior Linux Engineer,Cairo,Basata,IT/Software Development
Senior Linux Engineer,Cairo,Basata,Engineering - Telecom/Technology
Product Owner,Cairo,Azm development,IT/Software Development
Product Owner,Cairo,Azm development,Project/Program Management
English speaking accountant who wants to shift career to IT,Cairo,OdooTec,Accounting/Finance
English speaking accountant who wants to shift career to IT,Cairo,OdooTec,IT/Software Development
Information Technology Specialist,Cairo,GLOBAL AUTO,IT/Software Development
Junior java developer,Giza,WSC,IT/Software Development
Business Development Manager,Cairo,Telegeeks LLC,Business Development
Business Development Manager,Cairo,Telegeeks LLC,Sales/Retail
Business Development Manager,Cairo,Telegeeks LLC,Engineering - Telecom/Technology
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,IT/Software Development
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Quality
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Engineering - Telecom/Technology
Project Admin,Cairo,Giza Arabia Systems,Administration
Project Admin,Cairo,Giza Arabia Systems,IT/Software Development
Project Admin,Cairo,Giza Arabia Systems,Project/Program Management
Senior Automation Specialist,Cairo,Giza Arabia Systems,Human Resources
Senior Automation Specialist,Cairo,Giza Arabia Systems,Marketing/PR/Advertising
Senior Automation Specialist,Cairo,Giza Arabia Systems,Media/Journalism/Publishing
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,IT/Software Development
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,Sales/Retail
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Human Resources
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,IT/Software Development
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Engineering - Telecom/Technology
Test Engineer,Cairo,DXC.technology,IT/Software Development
Test Engineer,Cairo,DXC.technology,Quality
Test Engineer,Cairo,DXC.technology,Engineering - Telecom/Technology
IT operation and maintenance engineer,Giza,Midea Group,IT/Software Development
Junior Computer Vision Engineer,Cairo,Noases,IT/Software Development
Customer Support Advisor,Cairo,IQRA Network,Administration
Customer Support Advisor,Cairo,IQRA Network,Customer Service/Support
Customer Support Advisor,Cairo,IQRA Network,IT/Software Development
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Customer Service/Support
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,IT/Software Development
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Sales/Retail
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Engineering - Construction/Civil/Architecture
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,IT/Software Development
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,IT/Software Development
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,Sales/Retail
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,Engineering - Telecom/Technology
Senior UI/UX Designer,Cairo,AFFSQUARE,Creative/Design/Art
Senior UI/UX Designer,Cairo,AFFSQUARE,IT/Software Development
Senior UI/UX Designer,Cairo,AFFSQUARE,Engineering - Telecom/Technology
Mid Level Testing Engineer,Cairo,Octane solutions,Accounting/Finance
Mid Level Testing Engineer,Cairo,Octane solutions,IT/Software Development
Mid Level Testing Engineer,Cairo,Octane solutions,Engineering - Telecom/Technology
Senior Testing Engineer,Cairo,Octane solutions,Accounting/Finance
Senior Testing Engineer,Cairo,Octane solutions,IT/Software Development
Senior Testing Engineer,Cairo,Octane solutions,Engineering - Telecom/Technology
Java Developer,Cairo,DXC.technology,IT/Software Development
Java Developer,Cairo,DXC.technology,Quality
Java Developer,Cairo,DXC.technology,Engineering - Telecom/Technology
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Business Development
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,IT/Software Development
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Engineering - Telecom/Technology
Senior Front End Developer,Cairo,SURE International Techn...,IT/Software Development
Information Security Senior Specialist,Cairo,Xceed Contact Center,IT/Software Development
Information Security Senior Specialist,Cairo,Xceed Contact Center,Engineering - Telecom/Technology
Java Developer.,Cairo,Ejada,IT/Software Development
Software Sales Account Manager,Cairo,Roaya,IT/Software Development
Software Sales Account Manager,Cairo,Roaya,Sales/Retail
Software Sales Account Manager,Cairo,Roaya,Engineering - Telecom/Technology
"SAP Consultant "" business One""",Alexandria,Egast,Business Development
Digital Marketing Specialist,Cairo,Aliaict,Hospitality/Hotels/Food Services
Digital Marketing Specialist,Cairo,Aliaict,IT/Software Development
Digital Marketing Specialist,Cairo,Aliaict,Marketing/PR/Advertising
Software Development Team Leader (Java & Angular),Cairo,softprograms,IT/Software Development
Senior React Developer,Cairo,Arabian Advanced Systems,IT/Software Development
Senior React Developer,Cairo,Arabian Advanced Systems,Engineering - Telecom/Technology
Online Live Support Senior Specialist,Cairo,Network International -E...,IT/Software Development
Online Live Support Senior Specialist,Cairo,Network International -E...,Engineering - Telecom/Technology
Java Spring Boot Developer,Cairo,DX Republic,IT/Software Development
Java Spring Boot Developer,Cairo,DX Republic,Engineering - Telecom/Technology
Software Business Analyst,Cairo,softprograms,IT/Software Development
Software Business Analyst,Cairo,softprograms,Analyst/Research
Embedded Hardware Senior Engineer,Cairo,Samaya Electronics Egypt...,IT/Software Development
Embedded Hardware Senior Engineer,Cairo,Samaya Electronics Egypt...,Engineering - Telecom/Technology
Embedded Hardware Senior Engineer,Cairo,Samaya Electronics Egypt...,Engineering - Mechanical/Electrical
Senior Full Stack Developer (.NET Core & Angular),Cairo,softprograms,IT/Software Development
Senior Software Testing Engineer,Cairo,softprograms,IT/Software Development
Senior Software Testing Engineer,Cairo,softprograms,Quality
Senior java Full Stack Developer (Spring Boot & Angular),Cairo,softprograms,IT/Software Development
Junior Web Developer - Full Stack,Cairo,EEC Group,IT/Software Development
Junior Web Developer - Full Stack,Cairo,EEC Group,Engineering - Telecom/Technology
SEO Specialist,Dakahlia,Kian Alraqmih,Writing/Editorial
SEO Specialist,Dakahlia,Kian Alraqmih,IT/Software Development
SEO Specialist,Dakahlia,Kian Alraqmih,Marketing/PR/Advertising
Network Instructor1,Giza,MICA,IT/Software Development
Network Instructor1,Giza,MICA,Education/Teaching
Network Instructor1,Giza,MICA,Training/Instructor
Technical Business Analyst and Project Manager,Cairo,acwme,IT/Software Development
Technical Business Analyst and Project Manager,Cairo,acwme,Project/Program Management
Technical Business Analyst and Project Manager,Cairo,acwme,Analyst/Research
Assistant Director of Engineering,Cairo,Four Seasons Hotels and ...,Administration
Assistant Director of Engineering,Cairo,Four Seasons Hotels and ...,Engineering - Construction/Civil/Architecture
Assistant Director of Engineering,Cairo,Four Seasons Hotels and ...,Engineering - Mechanical/Electrical
Intern Bachelors Cyber Sec,Cairo,Honeywell International...,Installation/Maintenance/Repair
Intern Bachelors Cyber Sec,Cairo,Honeywell International...,IT/Software Development
Intern Bachelors Cyber Sec,Cairo,Honeywell International...,Engineering - Telecom/Technology
Sea Logistics Expert- Systems and process,Cairo,Kuehne & Nagel Logistics,IT/Software Development
Sea Logistics Expert- Systems and process,Cairo,Kuehne & Nagel Logistics,Logistics/Supply Chain
Sea Logistics Expert- Systems and process,Cairo,Kuehne & Nagel Logistics,Engineering - Telecom/Technology
Senior Associate Packaging Engineer,Cairo,S.C. Johnson & Son Inc,Engineering - Construction/Civil/Architecture
Senior Associate Packaging Engineer,Cairo,S.C. Johnson & Son Inc,IT/Software Development
Senior Associate Packaging Engineer,Cairo,S.C. Johnson & Son Inc,Engineering - Telecom/Technology
Infrastructure Manager,Cairo,Raya Holding for Financi...,Engineering - Construction/Civil/Architecture
Infrastructure Manager,Cairo,Raya Holding for Financi...,IT/Software Development
Infrastructure Manager,Cairo,Raya Holding for Financi...,Engineering - Telecom/Technology
Senior Full Stack .Net Web Developer,Cairo,eBSEG,IT/Software Development
Senior Full Stack .Net Web Developer,Cairo,eBSEG,Engineering - Telecom/Technology
CCTV Engineer (Light Current),Giza,Kasrawy Group,Installation/Maintenance/Repair
CCTV Engineer (Light Current),Giza,Kasrawy Group,IT/Software Development
CCTV Engineer (Light Current),Giza,Kasrawy Group,Engineering - Telecom/Technology
web developer,Cairo,Measuresoft oil and gas ...,IT/Software Development
Application Support Officer,Cairo,Global Academic Foundati...,Installation/Maintenance/Repair
Application Support Officer,Cairo,Global Academic Foundati...,IT/Software Development
Application Support Officer,Cairo,Global Academic Foundati...,Engineering - Telecom/Technology
Pre Sales Engineer,Cairo,IT Pillars,IT/Software Development
Pre Sales Engineer,Cairo,IT Pillars,Engineering - Telecom/Technology
Network Technical Support,Cairo,IT Pillars,Installation/Maintenance/Repair
Network Technical Support,Cairo,IT Pillars,IT/Software Development
Network Technical Support,Cairo,IT Pillars,Engineering - Telecom/Technology
System Analyst,Cairo,IT Pillars,IT/Software Development
System Analyst,Cairo,IT Pillars,Analyst/Research
System Analyst,Cairo,IT Pillars,Engineering - Telecom/Technology
Software Testing Team Lead,Cairo,DX Republic,IT/Software Development
Software Testing Team Lead,Cairo,DX Republic,Engineering - Other
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Cairo,Pillars,Business Development
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Cairo,Pillars,Marketing/PR/Advertising
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Cairo,Pillars,Sales/Retail
Senior Quality Auditor,Cairo,Khatib & Alami,IT/Software Development
Senior Quality Auditor,Cairo,Khatib & Alami,Quality
Senior Quality Auditor,Cairo,Khatib & Alami,Engineering - Telecom/Technology
Automation Testing Team Leader,Cairo,Al Ahly Momkn for e-paym...,IT/Software Development
Senior Software Developer,Cairo,eVision,IT/Software Development
Senior Software Developer,Cairo,eVision,Engineering - Telecom/Technology
QA Mobile Engineer,Cairo,Numrah,IT/Software Development
QA Mobile Engineer,Cairo,Numrah,Engineering - Telecom/Technology
SAP Admin / IT Admin,Cairo,Nature's Rule Egypt LLC,Installation/Maintenance/Repair
SAP Admin / IT Admin,Cairo,Nature's Rule Egypt LLC,IT/Software Development
Senior IT Specialist (Help Desk & Technical Support),Cairo,Statements for Consultin...,Installation/Maintenance/Repair
Senior IT Specialist (Help Desk & Technical Support),Cairo,Statements for Consultin...,IT/Software Development
Senior IT Specialist (Help Desk & Technical Support),Cairo,Statements for Consultin...,Engineering - Telecom/Technology
TEMENOS INFINITY Architect,Giza,Ultimate Solutions Egypt,Engineering - Construction/Civil/Architecture
TEMENOS INFINITY Architect,Giza,Ultimate Solutions Egypt,Installation/Maintenance/Repair
TEMENOS INFINITY Architect,Giza,Ultimate Solutions Egypt,IT/Software Development
ERP Project Manager,Cairo,OdooTec,IT/Software Development
Senior Scrum Master,Giza,Sarmady,Business Development
Senior Scrum Master,Giza,Sarmady,IT/Software Development
Senior Scrum Master,Giza,Sarmady,Project/Program Management
TEMENOS INFINITY Developer,Giza,Ultimate Solutions Egypt,Installation/Maintenance/Repair
TEMENOS INFINITY Developer,Giza,Ultimate Solutions Egypt,IT/Software Development
TEMENOS INFINITY Developer,Giza,Ultimate Solutions Egypt,Engineering - Telecom/Technology
Software Development Team Lead,Cairo,OdooTec,IT/Software Development
IT Support Engineer,Cairo,Elhazek Construction,Engineering - Telecom/Technology
System Analyst (Hybrid work),Giza,Kick Start Interactive,IT/Software Development
Flutter Developers,Cairo,Noases,Creative/Design/Art
Flutter Developers,Cairo,Noases,IT/Software Development
Flutter Developers,Cairo,Noases,Engineering - Telecom/Technology
Full Stack Engineer,Cairo,Noases,Creative/Design/Art
Full Stack Engineer,Cairo,Noases,IT/Software Development
Full Stack Engineer,Cairo,Noases,Engineering - Telecom/Technology
Software tester / system analyst,Cairo,INNOVA SOFT,IT/Software Development
Software tester / system analyst,Cairo,INNOVA SOFT,Engineering - Telecom/Technology
National Project Logistics Customer Excellence Manager,Cairo,Kuehne & Nagel Logistics,IT/Software Development
National Project Logistics Customer Excellence Manager,Cairo,Kuehne & Nagel Logistics,Logistics/Supply Chain
National Project Logistics Customer Excellence Manager,Cairo,Kuehne & Nagel Logistics,Sales/Retail
Field Engineer I - Directional Drilling,Cairo,Halliburton Energy Servi...,Installation/Maintenance/Repair
Field Engineer I - Directional Drilling,Cairo,Halliburton Energy Servi...,Engineering - Telecom/Technology
Field Engineer I - Directional Drilling,Cairo,Halliburton Energy Servi...,Engineering - Mechanical/Electrical
Offer Marketing Senior Engineer,Cairo,Schneider Electric - Egy...,IT/Software Development
Offer Marketing Senior Engineer,Cairo,Schneider Electric - Egy...,Sales/Retail
Offer Marketing Senior Engineer,Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Presales Consultant – Dell Technologies,Cairo,VAS Integrated Solutions,IT/Software Development
Presales Consultant – Dell Technologies,Cairo,VAS Integrated Solutions,Sales/Retail
Presales Consultant – Dell Technologies,Cairo,VAS Integrated Solutions,Engineering - Telecom/Technology
Senior Channel Sale Manager - Fortinet,Cairo,VAS Integrated Solutions,Customer Service/Support
Senior Channel Sale Manager - Fortinet,Cairo,VAS Integrated Solutions,IT/Software Development
Senior Channel Sale Manager - Fortinet,Cairo,VAS Integrated Solutions,Sales/Retail
Senior Presales Consultant - Fortinet,Cairo,VAS Integrated Solutions,IT/Software Development
Senior Presales Consultant - Fortinet,Cairo,VAS Integrated Solutions,Sales/Retail
Senior Presales Consultant - Fortinet,Cairo,VAS Integrated Solutions,Engineering - Telecom/Technology
Senior Technical Support Engineer,Cairo,Schneider Electric - Egy...,Installation/Maintenance/Repair
Senior Technical Support Engineer,Cairo,Schneider Electric - Egy...,IT/Software Development
Senior Technical Support Engineer,Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Delegated Admin & CI Senior Expert,Cairo,Schneider Electric - Egy...,IT/Software Development
Delegated Admin & CI Senior Expert,Cairo,Schneider Electric - Egy...,Sales/Retail
Delegated Admin & CI Senior Expert,Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Delivery Manager - Scrum Master,Cairo,Giza Arabia Systems,IT/Software Development
Delivery Manager - Scrum Master,Cairo,Giza Arabia Systems,Operations/Management
Delivery Manager - Scrum Master,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Project Controller Associate,Cairo,Schneider Electric - Egy...,Engineering - Construction/Civil/Architecture
Project Controller Associate,Cairo,Schneider Electric - Egy...,IT/Software Development
Project Controller Associate,Cairo,Schneider Electric - Egy...,Project/Program Management
Project Engineer,Cairo,Giza Arabia Systems,Engineering - Construction/Civil/Architecture
Project Engineer,Cairo,Giza Arabia Systems,Project/Program Management
Project Engineer,Cairo,Giza Arabia Systems,Engineering - Mechanical/Electrical
Software Solution Sales Engineer,Cairo,Schneider Electric - Egy...,IT/Software Development
Software Solution Sales Engineer,Cairo,Schneider Electric - Egy...,Sales/Retail
Software Solution Sales Engineer,Cairo,Schneider Electric - Egy...,Engineering - Telecom/Technology
Head OF Operations,Cairo,Nerva,Business Development
Head OF Operations,Cairo,Nerva,Operations/Management
Vice president of Technology,Cairo,Auto Tager,Engineering - Telecom/Technology
Senior Application Support Engineer,Cairo,GET Group- Egypt,IT/Software Development
Senior Application Support Engineer,Cairo,GET Group- Egypt,Engineering - Telecom/Technology
Senior Frontend Developer- Angular,Cairo,Egabi FSI,IT/Software Development
Senior Frontend Developer- Angular,Cairo,Egabi FSI,Engineering - Telecom/Technology
Financial Manager (Hospitality and Real Estate) in KSA,Cairo,Nerva,Accounting/Finance
Senior Channel Sale Manager - Fortinet,Cairo,Giza Arabia Systems,Customer Service/Support
Senior Channel Sale Manager - Fortinet,Cairo,Giza Arabia Systems,IT/Software Development
Senior Channel Sale Manager - Fortinet,Cairo,Giza Arabia Systems,Sales/Retail
Head of Technical Delivery-Smart Solutions,Cairo,Giza Arabia Systems,IT/Software Development
Head of Technical Delivery-Smart Solutions,Cairo,Giza Arabia Systems,Sales/Retail
Head of Technical Delivery-Smart Solutions,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Technical Support,Cairo,Basata,Installation/Maintenance/Repair
Technical Support,Cairo,Basata,IT/Software Development
Technical Support,Cairo,Basata,Engineering - Telecom/Technology
Oracle Developer,Cairo,Arabian Advanced Systems,IT/Software Development
Senior DevOps Engineer,Cairo,Giza Arabia Systems,IT/Software Development
Senior DevOps Engineer,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Senior DevOps Engineer,Cairo,Giza Arabia Systems,Engineering - Mechanical/Electrical
Data Engineer,Cairo,Erada,IT/Software Development
Data Engineer,Cairo,Erada,Engineering - Telecom/Technology
Consultant (Gender and Social Inclusion),Cairo,WorldFish,IT/Software Development
Consultant (Gender and Social Inclusion),Cairo,WorldFish,Sales/Retail
Consultant (Gender and Social Inclusion),Cairo,WorldFish,Engineering - Telecom/Technology
DevOps Practice Manager,Cairo,Giza Arabia Systems,IT/Software Development
DevOps Practice Manager,Cairo,Giza Arabia Systems,Marketing/PR/Advertising
DevOps Practice Manager,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Presales Consultant – Dell Technologies,Cairo,Giza Arabia Systems,IT/Software Development
Presales Consultant – Dell Technologies,Cairo,Giza Arabia Systems,Sales/Retail
Presales Consultant – Dell Technologies,Cairo,Giza Arabia Systems,Engineering - Telecom/Technology
Technical Manager (International Construction),Cairo,PILLARS CONSULTANCY & RE...,Engineering - Construction/Civil/Architecture
Technical Manager (International Construction),Cairo,PILLARS CONSULTANCY & RE...,IT/Software Development
Technical Manager (International Construction),Cairo,PILLARS CONSULTANCY & RE...,Engineering - Telecom/Technology
Senior Quality Control Engineer,Cairo,WUZZUF,IT/Software Development
Senior Quality Control Engineer,Cairo,WUZZUF,Quality
Senior Quality Control Engineer,Cairo,WUZZUF,Engineering - Telecom/Technology
Infrastructure&Support Specialist,Cairo,Shatta,IT/Software Development
Infrastructure Team Leader,Cairo,Shatta,IT/Software Development
.Net Developer,Cairo,DXC.technology,Installation/Maintenance/Repair
.Net Developer,Cairo,DXC.technology,IT/Software Development
.Net Developer,Cairo,DXC.technology,Engineering - Telecom/Technology
WordPress/WooCommerce Developer,Cairo,Nile Bits LLC.,Creative/Design/Art
WordPress/WooCommerce Developer,Cairo,Nile Bits LLC.,IT/Software Development
WordPress/WooCommerce Developer,Cairo,Nile Bits LLC.,Engineering - Telecom/Technology
Senior Technical Project Owner,Cairo,9H Capital,IT/Software Development
Senior Technical Project Owner,Cairo,9H Capital,Project/Program Management
Senior Technical Project Owner,Cairo,9H Capital,Engineering - Telecom/Technology
Vendor Consultant - Italian Speakers AVS-NOP,Cairo,Amazon MENA,IT/Software Development
Vendor Consultant - Italian Speakers AVS-NOP,Cairo,Amazon MENA,Engineering - Telecom/Technology
Vendor Consultant - Italian Speakers AVS-NOP,Cairo,Amazon MENA,Engineering - Mechanical/Electrical
Investigations Manager I Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust,Cairo,Amazon MENA,IT/Software Development
Investigations Manager I Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust,Cairo,Amazon MENA,Quality
Investigations Manager I Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust,Cairo,Amazon MENA,Engineering - Telecom/Technology
Software Sales Account manager ( Per project ),Cairo,Intercept Technologies,Business Development
Software Sales Account manager ( Per project ),Cairo,Intercept Technologies,IT/Software Development
Software Sales Account manager ( Per project ),Cairo,Intercept Technologies,Sales/Retail
Quality Control Engineer Internship,Cairo,WUZZUF,IT/Software Development
Quality Control Engineer Internship,Cairo,WUZZUF,Quality
Senior LMS Administrator,Cairo,Expleo,Administration
